,A,B
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
10,0.9216666666666666,0.7138888888888889
11,0.9255555555555556,0.6911111111111111
12,0.9205555555555556,0.6955555555555556
13,0.9311111111111111,0.6855555555555556
14,0.9188888888888889,0.7061111111111111
15,0.9305555555555556,0.6938888888888889
16,0.9316666666666666,0.7133333333333334
17,0.9222222222222223,0.7033333333333334
0,0.51,
1,0.5633333333333334,
2,0.7691666666666667,
3,0.8416666666666667,
4,0.855,0.6338888888888888
5,0.8472222222222222,0.6594444444444445
6,0.8533333333333334,0.6133333333333333
7,0.8561111111111112,0.6338888888888888
8,0.8644444444444445,0.6516666666666666
9,0.8688888888888889,0.6377777777777778
10,0.8744444444444445,0.6366666666666667
11,0.8527777777777777,0.66
12,0.8755555555555555,0.6405555555555555
13,0.8855555555555555,0.6488888888888888
14,0.8744444444444445,0.6472222222222223
15,0.8744444444444445,0.6294444444444445
16,0.8772222222222222,0.6561111111111111
17,0.8744444444444445,0.6527777777777778
0,0.5016666666666667,
1,0.7008333333333333,
2,0.7941666666666667,
3,0.895,
4,0.92,0.6816666666666666
5,0.9172222222222223,0.6966666666666667
6,0.9077777777777778,0.7038888888888889
7,0.9111111111111111,0.6905555555555556
8,0.9111111111111111,0.6955555555555556
9,0.9044444444444445,0.7
