,Cosine
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
11,0.143721924622879
12,0.15556129876829095
13,0.1325514798311746
0,0.3317394211957272
1,0.31044333541494623
2,0.27291627494908144
3,0.24449794246540224
4,0.21401353812144674
5,0.19366482579559705
6,0.19757857416088198
7,0.19303480396161796
8,0.1670115615667986
9,0.16572178894995834
10,0.14558263280910314
11,0.15133097357939637
12,0.13662316739739677
13,0.144326482274215
0,0.30177482543733314
1,0.27468274631870804
2,0.25513265000644203
3,0.23552730597314916
4,0.1996904435094169
5,0.18778798633819552
6,0.18408741408419887
7,0.1767138482970113
8,0.15357942939534355
9,0.15479731102869052
10,0.13985479485241492
