,Cosine
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
3,0.2852346984188455
4,0.2602682792493564
5,0.24605238677569716
6,0.24065186046168702
7,0.2297498061259982
8,0.1968488801980029
9,0.1947602753369454
10,0.17887289935734027
11,0.1772751420209083
12,0.1819144754756103
13,0.16197616809378498
0,0.3434952333390961
1,0.33686808372086746
2,0.32103474191986964
3,0.31353073130931963
4,0.29179283037342973
5,0.2723779351624906
6,0.27116461333051556
7,0.2561537599976255
8,0.22486862322241263
9,0.2147931153456125
10,0.19269227548612966
11,0.19171022603456536
12,0.17609402325713217
13,0.18322827524929372
0,0.3106938301234966
1,0.2952923849326176
2,0.293056837124803
